car_ID,symboling,CarName,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,fueltype_gas,aspiration_turbo,doornumber_two,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_fwd,drivewheel_rwd,enginelocation_rear,price_to_horsepower,price_to_weight,car_brand_audi,car_brand_bmw,car_brand_buick,car_brand_chevrolet,car_brand_dodge,car_brand_honda,car_brand_isuzu,car_brand_jaguar,car_brand_mazda,car_brand_mercury,car_brand_mitsubishi,car_brand_nissan,car_brand_peugeot,car_brand_plymouth,car_brand_porcshce,car_brand_porsche,car_brand_renault,car_brand_saab,car_brand_subaru,car_brand_toyota,car_brand_toyouta,car_brand_vokswagen,car_brand_volkswagen,car_brand_volvo,car_brand_vw,car_model,car_brand_audi,car_brand_bmw,car_brand_buick,car_brand_chevrolet,car_brand_dodge,car_brand_honda,car_brand_isuzu,car_brand_jaguar,car_brand_mazda,car_brand_mercury,car_brand_mitsubishi,car_brand_nissan,car_brand_peugeot,car_brand_plymouth,car_brand_porsche,car_brand_renault,car_brand_saab,car_brand_subaru,car_brand_toyota,car_brand_volkswagen,car_brand_volvo,car_brand
190,3,volkswagen dasher,94.5,159.3,64.2,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,11595.0,True,False,True,False,False,False,False,True,False,False,128.83333333333334,5.14418811002662,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,dasher,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,volkswagen
191,3,volkswagen rabbit,94.5,165.7,64.0,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,9980.0,True,False,True,False,True,False,False,True,False,False,110.88888888888889,4.493471409275101,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,rabbit,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,volkswagen
192,0,volkswagen rabbit,100.4,180.2,66.9,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,19,24,13295.0,True,False,False,False,False,True,False,True,False,False,120.86363636363636,4.996242014280345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,rabbit,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,volkswagen
193,0,volkswagen rabbit custom,100.4,180.2,66.9,55.1,2579,ohc,four,97,idi,3.01,3.4,23.0,68,4500,33,38,13845.0,False,True,False,False,False,True,False,True,False,False,203.60294117647058,5.368359829391237,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,rabbit custom,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,volkswagen
194,0,volkswagen dasher,100.4,183.1,66.9,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88,5500,25,31,12290.0,True,False,False,False,False,False,True,True,False,False,139.6590909090909,4.795161919625439,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,dasher,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,volkswagen
195,-2,volvo 145e (sw),104.3,188.8,67.2,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,12940.0,True,False,False,False,False,True,False,False,True,False,113.50877192982456,4.443681318681318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,145e (sw),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,volvo
196,-1,volvo 144ea,104.3,188.8,67.2,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,13415.0,True,False,False,False,False,False,True,False,True,False,117.67543859649123,4.421555702043507,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,144ea,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,volvo
197,-2,volvo 244dl,104.3,188.8,67.2,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,15985.0,True,False,False,False,False,True,False,False,True,False,140.21929824561403,5.4463373083475295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,244dl,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,volvo
198,-1,volvo 245,104.3,188.8,67.2,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,16515.0,True,False,False,False,False,False,True,False,True,False,144.8684210526316,5.428994082840236,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,245,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,volvo
199,-2,volvo 264gl,104.3,188.8,67.2,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18420.0,True,True,False,False,False,True,False,False,True,False,113.70370370370371,6.0492610837438425,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,264gl,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,volvo
200,-1,volvo diesel,104.3,188.8,67.2,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18950.0,True,True,False,False,False,False,True,False,True,False,116.9753086419753,6.002534051314539,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,diesel,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,volvo
201,-1,volvo 145e (sw),109.1,188.8,68.9,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,16845.0,True,False,False,False,False,True,False,False,True,False,147.76315789473685,5.70630081300813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,145e (sw),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,volvo
202,-1,volvo 144ea,109.1,188.8,68.8,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300,19,25,19045.0,True,True,False,False,False,True,False,False,True,False,119.03125,6.246310265660872,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,144ea,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,volvo
203,-1,volvo 244dl,109.1,188.8,68.9,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500,18,23,21485.0,True,False,False,False,False,True,False,False,True,False,160.33582089552237,7.133134130146082,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,244dl,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,volvo
204,-1,volvo 246,109.1,188.8,68.9,55.5,3217,ohc,six,145,idi,3.01,3.4,23.0,106,4800,26,27,22470.0,False,True,False,False,False,True,False,False,True,False,211.9811320754717,6.984768417780541,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,246,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,volvo
205,-1,volvo 264gl,109.1,188.8,68.9,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,19,25,22625.0,True,True,False,False,False,True,False,False,True,False,198.46491228070175,7.388961463096016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,264gl,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,volvo
